time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-03-03T11:31:26.938Z,27.1675,54.6978,10,4.2,mb,,105,2.594,0.61,us,us600088lk,2020-03-03T13:13:03.040Z,"67km SSE of Lar, Iran",earthquake,6.5,1.9,0.121,19,reviewed,us,us
2020-03-03T11:28:41.080Z,19.2066669,-155.4263306,32.8,2,md,45,146,0.04103,0.12,hv,hv71410447,2020-03-03T11:31:59.490Z,"5km E of Pahala, Hawaii",earthquake,0.54,0.71,0.05,12,automatic,hv,hv
2020-03-03T11:24:48.010Z,36.0961667,-117.8583333,2.08,1.51,ml,21,129,0.02155,0.15,ci,ci39089287,2020-03-03T11:28:26.438Z,"10km NE of Coso Junction, CA",earthquake,0.28,0.24,0.216,20,automatic,ci,ci
2020-03-03T11:22:36.434Z,65.6299,-153.263,34.8,2.1,ml,,,,0.41,ak,ak0202wdjfc1,2020-03-03T11:28:32.161Z,"75km NW of Tanana, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-03-03T11:21:41.390Z,38.8306667,-122.8186667,2.12,1.2,md,42,42,0.009888,0.03,nc,nc73349315,2020-03-06T02:14:03.490Z,"8km NW of The Geysers, CA",earthquake,0.13,0.2,0.353,5,reviewed,nc,nc
2020-03-03T11:09:45.270Z,52.056,-176.1141667,-0.25,-0.65,ml,4,134,0.02019,0.08,av,av70874764,2020-03-04T22:36:34.560Z,"42km ENE of Adak, Alaska",earthquake,0.36,0.23,0.165,4,reviewed,av,av
2020-03-03T11:09:25.310Z,52.0708333,-176.1203333,0.12,-0.46,ml,4,192,0.02291,0.05,av,av70874759,2020-03-04T22:35:03.270Z,"42km ENE of Adak, Alaska",earthquake,0.63,0.21,0.297,4,reviewed,av,av
2020-03-03T11:08:13.450Z,47.25,-113.175,15.58,0.76,ml,6,238,0.181,0.03,mb,mb80383769,2020-03-03T15:30:20.780Z,"24km ENE of Seeley Lake, Montana",earthquake,0.84,0.69,,0,reviewed,mb,mb
2020-03-03T11:06:18.690Z,19.2073326,-155.4208374,33.7,2.03,md,48,158,0.03724,0.1,hv,hv71410417,2020-03-03T11:09:36.350Z,"6km E of Pahala, Hawaii",earthquake,0.52,0.54,0.25,18,automatic,hv,hv
2020-03-03T11:03:01.050Z,19.2203331,-155.4230042,33.37,2.68,ml,60,134,0.02954,0.14,hv,hv71410412,2020-03-03T14:24:13.040Z,"4km ENE of Pahala, Hawaii",earthquake,0.5,0.57,2.73,31,automatic,hv,hv
2020-03-03T11:02:55.930Z,38.9305,-123.2046667,4.48,2.24,md,44,56,0.1208,0.1,nc,nc73349310,2020-03-06T04:26:03.354Z,"16km ESE of Boonville, CA",earthquake,0.22,1,0.187,30,reviewed,nc,nc
2020-03-03T11:01:24.400Z,38.8336678,-122.8174973,1.3,0.56,md,13,58,0.01178,0.01,nc,nc73349305,2020-03-03T11:17:02.925Z,"8km NW of The Geysers, CA",earthquake,0.26,0.69,,1,automatic,nc,nc
2020-03-03T10:59:18.590Z,33.4781667,-116.4693333,11.47,0.8,ml,24,66,0.058,0.15,ci,ci39089279,2020-03-03T16:59:48.577Z,"21km ESE of Anza, CA",earthquake,0.26,0.52,0.113,13,reviewed,ci,ci
2020-03-03T10:49:23.330Z,17.9496,-66.7243,13,2.43,md,7,229,0.1504,0.28,pr,pr2020063021,2020-03-03T11:04:54.360Z,"5km S of Tallaboa, Puerto Rico",earthquake,2.63,0.88,0.31,5,reviewed,pr,pr
2020-03-03T10:43:27.210Z,17.9443,-66.9303,9,3.1,md,7,218,0.0597,0.14,pr,pr2020063020,2020-03-03T11:56:52.040Z,"7km SSW of Guanica, Puerto Rico",earthquake,1.21,0.86,0.24,4,reviewed,pr,pr
2020-03-03T10:31:48.221Z,61.5331,-146.5293,26.4,2.1,ml,,,,0.75,ak,ak0202wczy17,2020-03-03T10:36:31.378Z,"45km NNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-03T10:27:09.859Z,36.756,-116.2647,9.6,-0.1,ml,14,81.07,0.051,0.0983,nn,nn00718200,2020-03-03T17:25:00.255Z,"47km ESE of Beatty, Nevada",earthquake,,1.3,0.95,6,reviewed,nn,nn
2020-03-03T10:18:04.920Z,17.9231,-66.9291,9,3.16,md,7,228,0.0721,0.1,pr,pr2020063019,2020-03-03T11:42:15.040Z,"6km SSW of Guanica, Puerto Rico",earthquake,0.92,0.57,0.2,4,reviewed,pr,pr
2020-03-03T10:14:29.257Z,-59.6535,-26.2585,10,4.9,mb,,103,7.754,0.78,us,us600088k5,2020-03-03T10:41:43.040Z,"70km SSE of Bristol Island, South Sandwich Islands",earthquake,14.4,2,0.078,52,reviewed,us,us
2020-03-03T10:12:19.338Z,60.1803,-141.0924,6.4,1.6,ml,,,,0.65,ak,ak0202wcvta0,2020-03-03T10:17:06.833Z,"75km E of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-03-03T10:10:19.520Z,52.076,-176.121,2.58,-0.59,ml,4,206,0.02654,0.05,av,av70874754,2020-03-04T22:32:31.630Z,"42km ENE of Adak, Alaska",earthquake,0.53,0.93,0.138,4,reviewed,av,av
2020-03-03T10:09:19.690Z,17.9311,-66.9231,9,2.84,md,7,224,0.0622,0.07,pr,pr2020063018,2020-03-03T10:32:37.770Z,"4km SSW of Guanica, Puerto Rico",earthquake,0.81,0.52,0.09,3,reviewed,pr,pr
2020-03-03T10:06:27.380Z,38.7616667,-122.7316667,1.3,-0.13,md,14,146,0.005321,0.03,nc,nc73349300,2020-03-06T01:47:03.240Z,"3km SE of The Geysers, CA",earthquake,0.56,0.27,,1,reviewed,nc,nc
2020-03-03T10:02:11.730Z,36.41366667,-96.87983333,7.21,0.89,ml,38,70,0.01799646848,0.23,ok,ok2020ekbb,2020-03-03T14:12:26.897Z,"10km NW of Pawnee, Oklahoma",earthquake,,0.3,0.28,17,reviewed,ok,ok
2020-03-03T09:49:46.499Z,60.8415,-151.7934,83.7,1,ml,,,,0.19,ak,ak0202wcid89,2020-03-03T09:52:41.519Z,"32km WNW of Nikiski, Alaska",earthquake,,1.4,,,automatic,ak,ak
2020-03-03T09:45:26.820Z,38.7931667,-122.8128333,3.7,0.29,md,11,106,0.009032,0.01,nc,nc73349295,2020-03-06T04:29:02.374Z,"5km WNW of The Geysers, CA",earthquake,0.47,0.98,,1,reviewed,nc,nc
2020-03-03T09:44:49.765Z,30.4527,130.9997,46.17,4.6,mb,,139,1.153,0.78,us,us600088ju,2020-03-03T10:47:12.040Z,"31km S of Nishinoomote, Japan",earthquake,8.2,8.6,0.122,20,reviewed,us,us
2020-03-03T09:39:51.200Z,62.3099,-150.6332,61.3,1.6,ml,,,,0.71,ak,ak0202wcg8bn,2020-03-03T09:50:30.622Z,"27km W of Talkeetna, Alaska",earthquake,,1.4,,,automatic,ak,ak
2020-03-03T09:39:41.880Z,35.6576667,-117.49,5.34,1.65,ml,34,64,0.07454,0.17,ci,ci39089263,2020-03-05T22:42:01.750Z,"14km SSW of Searles Valley, CA",earthquake,0.18,0.6,0.167,30,reviewed,ci,ci
2020-03-03T09:36:12.650Z,17.9043,-66.8403,16,2.25,md,5,234,0.0808,0.13,pr,pr2020063017,2020-03-03T09:58:27.277Z,"9km SSE of Maria Antonia, Puerto Rico",earthquake,1.42,0.88,0.16,5,reviewed,pr,pr
2020-03-03T09:32:58.930Z,35.8991667,-117.7036667,4.67,0.89,ml,18,67,0.06508,0.1,ci,ci39089255,2020-03-05T22:35:25.184Z,"19km ESE of Little Lake, CA",earthquake,0.14,0.34,0.124,7,reviewed,ci,ci
2020-03-03T09:32:46.490Z,35.8973333,-117.7001667,5.37,1.2,ml,20,70,0.06465,0.12,ci,ci39089247,2020-03-03T09:36:15.654Z,"19km ESE of Little Lake, CA",earthquake,0.2,0.78,0.187,16,automatic,ci,ci
2020-03-03T09:31:14.037Z,30.5455,130.9549,48.52,4.8,mb,,168,1.053,0.93,us,us600088jk,2020-03-03T10:05:11.040Z,"21km SSW of Nishinoomote, Japan",earthquake,8,8.7,0.074,56,reviewed,us,us
2020-03-03T09:18:54.072Z,17.6123,94.2901,35.49,4.7,mb,,65,4.071,0.42,us,us600088jb,2020-03-03T09:34:07.040Z,"103km NNW of Pathein, Burma",earthquake,9.1,6.9,0.095,34,reviewed,us,us
2020-03-03T09:18:39.748Z,64.7628,-148.9824,22.8,1.9,ml,,,,0.66,ak,ak0202wcbphz,2020-03-03T09:28:24.860Z,"21km NNE of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-03-03T09:15:26.713Z,39.6498,-120.0344,5.1,0.5,ml,6,94.43,0.071,0.1118,nn,nn00718239,2020-03-04T02:08:28.000Z,"5km SW of Cold Springs, Nevada",earthquake,,4.1,0.18,2,reviewed,nn,nn
2020-03-03T09:10:44.423Z,-14.8731,-71.6461,186.43,4.4,mb,,121,3.409,0.85,us,us600088iz,2020-03-06T06:25:03.040Z,"51km SSW of Checca, Peru",earthquake,11.1,12.4,0.219,6,reviewed,us,us
2020-03-03T09:04:08.764Z,61.174,-148.133,10,1.6,ml,,,,0.85,ak,ak0202wc8mtn,2020-03-03T09:10:19.876Z,"53km NNE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-03-03T09:01:16.900Z,17.9198,-66.8383,14,2.28,md,5,229,0.0688,0.1,pr,pr2020063016,2020-03-03T09:15:41.704Z,"8km SSW of Indios, Puerto Rico",earthquake,1.29,0.79,0,1,reviewed,pr,pr
2020-03-03T08:58:39.840Z,38.8068333,-122.8223333,2.19,0.93,md,38,67,0.005721,0.04,nc,nc73349290,2020-03-06T04:17:02.297Z,"7km WNW of The Geysers, CA",earthquake,0.14,0.24,0.031,4,reviewed,nc,nc
2020-03-03T08:46:33.410Z,33.4956667,-116.7725,2.33,0.66,ml,29,37,0.02862,0.16,ci,ci39089239,2020-03-03T16:45:12.115Z,"10km NE of Aguanga, CA",earthquake,0.16,0.23,0.154,18,reviewed,ci,ci
2020-03-03T08:43:23.870Z,17.8613,-66.8408,12,2.39,md,5,249,0.1201,0.05,pr,pr2020063015,2020-03-03T09:13:31.448Z,"13km SSE of Maria Antonia, Puerto Rico",earthquake,0.84,0.47,0.06,3,reviewed,pr,pr
2020-03-03T08:42:02.896Z,51.2247,-179.8356,35,5.1,mb,,114,0.563,1.3,us,us600088i8,2020-03-03T19:47:19.668Z,"50km W of Amatignak Island, Alaska",earthquake,5.6,1.9,0.024,554,reviewed,us,us
2020-03-03T08:37:46.859Z,62.416,-149.5175,39.7,1.8,ml,,,,1.21,ak,ak0202wbud2e,2020-03-03T08:51:58.178Z,"32km ENE of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-03-03T08:35:48.744Z,69.1349,-143.6104,0,2.3,ml,,,,1.16,ak,ak0202wbtxts,2020-03-03T08:47:22.421Z,"111km S of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-03-03T08:32:50.850Z,35.8968333,-117.7148333,9.63,1.14,ml,14,63,0.07303,0.07,ci,ci39089231,2020-03-03T08:36:26.921Z,"18km ESE of Little Lake, CA",earthquake,0.18,0.45,0.194,14,automatic,ci,ci
2020-03-03T08:29:46.095Z,39.3913,-120.2031,7.9,-0.1,ml,3,154.25,0.099,0.018,nn,nn00718238,2020-03-04T02:08:25.816Z,"7km NNW of Truckee, California",earthquake,,9.8,0.22,3,reviewed,nn,nn
2020-03-03T08:23:32.080Z,18.9653,-67.5891,53,3.37,md,11,193,0.5912,0.53,pr,pr2020063014,2020-03-03T13:41:03.610Z,"73km NW of San Antonio, Puerto Rico",earthquake,5.19,12.75,0.36,6,reviewed,pr,pr
2020-03-03T08:22:00.660Z,17.8985,-66.7366,9,2.13,md,6,247,0.1619,0.15,pr,pr2020063013,2020-03-03T08:47:58.106Z,"10km SSW of Tallaboa, Puerto Rico",earthquake,1.41,1.63,0.15,3,reviewed,pr,pr
2020-03-03T08:16:39.617Z,59.1578,-153.2396,30.5,2,ml,,,,0.8,ak,ak0202wbpuf8,2020-03-03T08:52:16.310Z,"105km SW of Anchor Point, Alaska",earthquake,,2.1,,,automatic,ak,ak
2020-03-03T08:14:24.870Z,35.6121667,-117.5805,1.75,1.52,ml,18,116,0.1561,0.19,ci,ci39089223,2020-03-03T16:16:58.433Z,"9km E of Ridgecrest, CA",earthquake,0.39,0.73,0.214,23,automatic,ci,ci
2020-03-03T08:11:47.500Z,17.999,-66.777,15,2.85,md,6,183,0.105,0.06,pr,pr2020063012,2020-03-03T08:22:03.532Z,"2km SE of Guayanilla, Puerto Rico",earthquake,1.54,1.26,0.15,3,reviewed,pr,pr
2020-03-03T08:04:11.219Z,63.516,-151.1399,5.2,1.6,ml,,,,0.92,ak,ak0202wbn7ov,2020-03-03T08:13:02.514Z,"110km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-03T08:03:16.617Z,64.836,-149.0083,16.5,1.3,ml,,,,0.87,ak,ak0202wbn0db,2020-03-03T08:07:50.661Z,"29km N of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-03-03T08:01:36.610Z,52.0563333,-176.13,2.14,-0.27,ml,4,146,0.01049,0.15,av,av70874744,2020-03-04T22:13:53.070Z,"41km ENE of Adak, Alaska",earthquake,0.62,1.02,0.361,4,reviewed,av,av
2020-03-03T07:59:33.580Z,37.64,-118.9011667,2.28,0.29,md,7,86,0.005574,0.01,nc,nc73349285,2020-03-03T20:47:02.870Z,"7km E of Mammoth Lakes, CA",earthquake,0.49,0.91,0.029,4,reviewed,nc,nc
2020-03-03T07:56:47.450Z,37.6401667,-118.8995,3.29,0.62,md,14,74,0.004721,0.03,nc,nc73349280,2020-03-05T02:30:04.891Z,"7km E of Mammoth Lakes, CA",earthquake,0.35,0.48,0.286,13,reviewed,nc,nc
2020-03-03T07:54:38.660Z,58.1918333,-155.3905,0.78,-0.23,ml,5,216,0.03773,0.11,av,av70874719,2020-03-04T21:33:34.110Z,"92km SE of King Salmon, Alaska",earthquake,0.95,1.44,0.217,3,reviewed,av,av
2020-03-03T07:50:24.440Z,36.5506667,-121.1366667,5.97,0.7,md,9,128,0.0445,0.05,nc,nc73349275,2020-03-04T01:44:02.793Z,"2km NNE of Pinnacles, CA",earthquake,0.43,0.92,0.186,7,reviewed,nc,nc
2020-03-03T07:29:18.420Z,19.208334,-155.4228363,33.21,2,md,45,148,0.03762,0.13,hv,hv71410252,2020-03-03T07:32:22.150Z,"6km E of Pahala, Hawaii",earthquake,0.7,0.95,0.28,6,automatic,hv,hv
2020-03-03T07:12:59.454Z,62.7093,-151.9391,15.3,1.4,ml,,,,0.13,ak,ak0202wb3lix,2020-03-03T07:16:20.178Z,"103km WNW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-03T07:12:08.920Z,52.0741667,-176.1236667,1.32,0.42,ml,5,125,0.02409,0.1,av,av70874729,2020-03-04T21:38:37.710Z,"42km ENE of Adak, Alaska",earthquake,0.4,1.65,0.071,5,reviewed,av,av
2020-03-03T07:11:54.280Z,52.073,-176.128,1.77,0.04,ml,5,121,0.02161,0.16,av,av70874724,2020-03-04T21:36:36.160Z,"42km ENE of Adak, Alaska",earthquake,0.52,1.34,0.311,5,reviewed,av,av
2020-03-03T07:10:39.090Z,38.7805,-122.7223333,1.66,0.44,md,17,84,0.01158,0.03,nc,nc73349270,2020-03-06T16:31:02.609Z,"3km WNW of Anderson Springs, CA",earthquake,0.24,0.39,,1,reviewed,nc,nc
2020-03-03T06:57:23.920Z,17.7388,-66.8515,7,3.2,md,7,280,0.2379,0.1,pr,pr2020063011,2020-03-03T07:15:06.185Z,"26km SSE of Guanica, Puerto Rico",earthquake,1.15,1.55,0.2,4,reviewed,pr,pr
2020-03-03T06:55:53.084Z,0.9157,126.5652,39.55,4.6,mb,,73,0.814,1.12,us,us600088gg,2020-03-03T08:29:08.040Z,"90km W of Kota Ternate, Indonesia",earthquake,7.9,9.1,0.095,33,reviewed,us,us
2020-03-03T06:51:08.378Z,11.1935,124.8845,68.51,4.6,mb,,115,8.698,1.18,us,us600088gb,2020-03-03T14:49:08.775Z,"3km WNW of Santa Fe, Philippines",earthquake,11.8,8.7,0.076,52,reviewed,us,us
2020-03-03T06:50:35.400Z,34.0603333,-117.2535,14.37,1.14,ml,32,67,0.1212,0.19,ci,ci39089215,2020-03-03T17:19:21.694Z,"2km NNE of Loma Linda, CA",earthquake,0.29,0.54,0.135,29,reviewed,ci,ci
2020-03-03T06:49:39.700Z,19.1981659,-155.468338,34.64,1.96,md,51,151,0.05773,0.11,hv,hv71410202,2020-03-03T06:53:03.860Z,"1km ESE of Pahala, Hawaii",earthquake,0.58,0.68,0.22,5,automatic,hv,hv
2020-03-03T06:34:16.200Z,46.824,-121.945666666667,6.52,0.57,ml,11,219,,0.09,uw,uw61579612,2020-03-03T17:56:50.870Z,"24km E of Eatonville, Washington",earthquake,0.61,0.45,0.111954241858401,3,reviewed,uw,uw
2020-03-03T06:17:55.610Z,19.5036667,-155.4451667,-0.01,0.94,md,20,119,0.02812,0.19,hv,hv71410182,2020-03-05T01:11:35.750Z,"23km WNW of Volcano, Hawaii",earthquake,0.31,0.51,0.014,7,reviewed,hv,hv
2020-03-03T06:17:54.375Z,31.9357,-102.3115,5,1.4,ml,,35,0.273,0.55,us,us600088fv,2020-03-03T22:42:22.040Z,"11km NNE of Odessa, Texas",earthquake,0.8,1.9,0.091,16,reviewed,us,us
2020-03-03T06:16:23.973Z,62.0001,-150.359,47.4,1.4,ml,,,,0.31,ak,ak0202waiy1p,2020-03-03T06:19:28.943Z,"32km NNW of Willow, Alaska",earthquake,,1.4,,,automatic,ak,ak
2020-03-03T06:07:33.311Z,31.948,-102.322,5,1.2,ml,,45,0.258,0.64,us,us600088zb,2020-03-03T22:41:19.040Z,"9km SE of Gardendale, Texas",earthquake,1.4,1.8,0.128,8,reviewed,us,us
2020-03-03T06:06:47.910Z,43.5776667,-111.0048333,1.3,0.47,ml,5,224,0.062,0.1,mb,mb80383814,2020-03-03T16:11:04.340Z,"9km ESE of Victor, Idaho",earthquake,1.38,2.99,0.062,4,reviewed,mb,mb
2020-03-03T06:00:10.146Z,-16.3054,-73.4237,45.65,4.9,mb,,147,3.589,0.81,us,us600088fn,2020-03-03T11:55:16.855Z,"83km WNW of Camana, Peru",earthquake,9.9,6.9,0.044,161,reviewed,us,us
2020-03-03T05:59:03.720Z,34.0593333,-117.5648333,13.3,1.84,ml,59,62,0.1418,0.21,ci,ci39089207,2020-03-04T02:48:04.880Z,"6km E of Ontario, CA",earthquake,0.26,0.85,0.17,24,reviewed,ci,ci
2020-03-03T05:54:40.370Z,58.2893333,-154.9986667,3.07,-0.33,ml,8,199,0.03479,0.08,av,av70874704,2020-03-04T21:17:26.050Z,"103km NW of Larsen Bay, Alaska",earthquake,0.7,0.43,0.467,7,reviewed,av,av
2020-03-03T05:51:45.420Z,38.5193333,-122.4383333,8.94,1.17,md,22,56,0.02866,0.16,nc,nc73349260,2020-03-06T04:07:03.234Z,"3km ENE of Saint Helena, CA",earthquake,0.34,0.65,0.208,8,reviewed,nc,nc
2020-03-03T05:40:55.560Z,36.5405,-121.151,5.32,1.15,md,16,174,0.04167,0.06,nc,nc73349255,2020-03-04T05:36:03.305Z,"1km NW of Pinnacles, CA",earthquake,0.29,0.46,0.133,10,reviewed,nc,nc
2020-03-03T05:28:04.321Z,61.6896,-150.8596,59.3,1.3,ml,,,,0.56,ak,ak0202wa01ip,2020-03-03T05:33:09.613Z,"43km W of Willow, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-03-03T05:14:21.423Z,31.9318,-102.3152,5,2.1,mb_lg,,40,0.273,0.57,us,us600088f1,2020-03-03T05:58:02.379Z,"10km NNE of Odessa, Texas",earthquake,1.3,1.8,0.17,9,reviewed,us,us
2020-03-03T05:03:52.010Z,32.976,-115.5355,3.6,1.41,ml,16,54,0.07332,0.23,ci,ci39089199,2020-03-03T05:07:38.762Z,"1km WSW of Brawley, CA",earthquake,0.4,0.61,0.127,19,automatic,ci,ci
2020-03-03T05:03:14.870Z,19.2059994,-155.3746643,33.01,2.14,ml,55,160,0.03805,0.14,hv,hv71410117,2020-03-03T05:08:51.710Z,"11km E of Pahala, Hawaii",earthquake,0.58,0.74,5.21,3,automatic,hv,hv
2020-03-03T05:03:02.390Z,35.8543333,-117.6885,6.72,0.83,ml,12,81,0.07706,0.1,ci,ci39089191,2020-03-03T05:06:37.357Z,"22km ESE of Little Lake, CA",earthquake,0.27,0.66,0.153,8,automatic,ci,ci
2020-03-03T05:02:52.437Z,39.6384,-120.0334,7.8,0.3,ml,3,193.31,0.064,0.0837,nn,nn00718236,2020-03-04T02:08:24.288Z,"6km SW of Cold Springs, Nevada",earthquake,,10.9,0.34,2,reviewed,nn,nn
2020-03-03T05:01:25.070Z,52.0595,-176.1288333,2.17,0.06,ml,4,163,0.01205,0.11,av,av70874709,2020-03-04T21:23:29.200Z,"41km ENE of Adak, Alaska",earthquake,0.53,0.86,0.371,4,reviewed,av,av
2020-03-03T04:55:57.127Z,63.4825,-151.2421,17.4,2.1,ml,,,,0.89,ak,ak0202w9kias,2020-03-03T05:06:13.830Z,"114km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-03T04:52:56.400Z,52.0575,-176.1116667,-1.8,-0.36,ml,4,138,0.02186,0.16,av,av70874689,2020-03-04T21:00:47.210Z,"42km ENE of Adak, Alaska",earthquake,0.34,1.65,0.319,4,reviewed,av,av
2020-03-03T04:50:47.480Z,51.9645,178.2641667,1.64,1.74,ml,5,349,0.1537,0.11,av,av62142171,2020-03-05T00:08:40.490Z,"16km W of Little Sitkin Island, Alaska",earthquake,3.36,2.51,0.249,3,reviewed,av,av
2020-03-03T04:49:05.845Z,39.6531,-120.0335,5.7,0.7,ml,6,94.13,0.072,0.075,nn,nn00718233,2020-03-04T02:08:22.548Z,"5km WSW of Cold Springs, Nevada",earthquake,,3.5,0.18,4,reviewed,nn,nn
2020-03-03T04:43:28.182Z,62.7804,-150.6538,17.6,1.5,ml,,,,0.97,ak,ak0202w9hvhu,2020-03-03T04:46:28.109Z,"58km NNW of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-03-03T04:42:11.437Z,44.61,-63.5212,5,2.1,ml,,223,0.057,0.1,us,us600088ek,2020-03-04T23:04:19.562Z,"5km SE of Halifax, Canada",earthquake,5.3,2,0.256,2,reviewed,us,us
2020-03-03T04:38:05.020Z,46.9796667,-114.1641667,9.65,1.42,ml,14,103,0.198,0.11,mb,mb80383694,2020-03-03T14:59:04.420Z,"6km SE of Frenchtown, Montana",earthquake,0.36,1.81,0.501,2,reviewed,mb,mb
2020-03-03T04:35:27.300Z,37.6418333,-118.8998333,3.37,0.29,md,14,71,0.003493,0.03,nc,nc73349240,2020-03-04T01:39:04.761Z,"7km E of Mammoth Lakes, CA",earthquake,0.37,0.45,0.148,13,reviewed,nc,nc
2020-03-03T04:33:52.180Z,17.8271,-66.8611,8,2.94,md,7,260,0.1491,0.04,pr,pr2020063010,2020-03-03T05:10:23.938Z,"16km SSE of Guanica, Puerto Rico",earthquake,0.68,1.59,0.52,2,reviewed,pr,pr
2020-03-03T04:32:53.130Z,38.8235016,-122.8521652,2.33,0.58,md,14,84,0.005461,0.01,nc,nc73349235,2020-03-03T05:29:03.212Z,"10km WNW of The Geysers, CA",earthquake,0.28,0.67,0.01,2,automatic,nc,nc
2020-03-03T04:31:14.010Z,37.6386667,-118.9015,3.13,1,md,17,73,0.006812,0.05,nc,nc73349230,2020-03-05T02:25:02.758Z,"7km E of Mammoth Lakes, CA",earthquake,0.36,0.48,0.333,16,reviewed,nc,nc
2020-03-03T04:29:57.410Z,38.788166,-122.7616653,1.95,0.33,md,11,97,0.01253,0.02,nc,nc73349225,2020-03-03T05:06:03.068Z,"1km NNW of The Geysers, CA",earthquake,0.34,0.71,0.23,2,automatic,nc,nc
2020-03-03T04:26:28.940Z,38.7935,-122.7708333,3.64,-0.41,md,4,138,0.01123,0.01,nc,nc73349220,2020-03-05T23:52:42.009Z,"2km NW of The Geysers, CA",earthquake,0.87,1.55,,1,reviewed,nc,nc
2020-03-03T04:24:57.260Z,52.0348333,-176.1075,-1.8,-0.67,ml,4,160,0.03125,0.08,av,av70874684,2020-03-04T20:54:44.050Z,"41km ENE of Adak, Alaska",earthquake,0.26,1.18,0.138,4,reviewed,av,av
2020-03-03T04:24:49.212Z,39.6535,-120.0376,4.9,0.5,ml,6,94.86,0.075,0.1227,nn,nn00718231,2020-03-04T02:08:20.429Z,"6km WSW of Cold Springs, Nevada",earthquake,,5.2,0.13,3,reviewed,nn,nn
2020-03-03T04:17:46.950Z,17.923,-66.8345,13,3.25,md,7,227,0.0686,0.08,pr,pr2020063009,2020-03-03T12:20:13.932Z,"9km S of Indios, Puerto Rico",earthquake,1.45,0.46,0.41,3,reviewed,pr,pr
2020-03-03T04:16:34.280Z,32.8056667,-115.4613333,6.66,1.53,ml,17,61,0.01225,0.24,ci,ci39089183,2020-03-03T04:20:26.701Z,"8km W of Holtville, CA",earthquake,0.53,0.99,0.174,21,automatic,ci,ci
2020-03-03T04:16:22.010Z,19.5075,-155.4383333,0.78,0.95,md,15,129,0.02803,0.13,hv,hv71410072,2020-03-05T20:28:49.250Z,"22km WNW of Volcano, Hawaii",earthquake,0.41,0.51,0.031,5,reviewed,hv,hv
2020-03-03T04:14:07.190Z,32.8061667,-115.4568333,7.65,1.55,ml,18,55,0.0085,0.23,ci,ci39089175,2020-03-03T04:17:51.732Z,"7km W of Holtville, CA",earthquake,0.49,0.84,0.162,18,automatic,ci,ci
2020-03-03T04:13:13.970Z,32.8081667,-115.4563333,11.18,1.88,ml,22,59,0.05625,0.23,ci,ci39089167,2020-03-03T04:17:01.681Z,"7km W of Holtville, CA",earthquake,0.49,0.82,0.195,28,automatic,ci,ci
2020-03-03T04:12:35.460Z,38.8036652,-122.784668,0.7,0.98,md,13,81,0.009354,0.03,nc,nc73349215,2020-03-03T04:40:02.903Z,"4km NW of The Geysers, CA",earthquake,0.26,0.44,0.09,2,automatic,nc,nc
2020-03-03T04:12:30.570Z,38.8056667,-122.7866667,0.59,0.14,md,17,70,0.007128,0.05,nc,nc73349210,2020-03-06T03:10:04.828Z,"4km NW of The Geysers, CA",earthquake,0.22,0.36,,1,reviewed,nc,nc
2020-03-03T04:12:24.512Z,39.6502,-120.0358,6.1,0.6,ml,7,94.66,0.072,0.0957,nn,nn00718227,2020-03-04T02:08:18.497Z,"6km WSW of Cold Springs, Nevada",earthquake,,2.7,0.52,5,reviewed,nn,nn
2020-03-03T04:05:09.506Z,61.1076,-151.047,60,1.3,ml,,,,0.26,ak,ak0202w99ot8,2020-03-03T04:14:41.734Z,"48km NNE of Nikiski, Alaska",earthquake,,1.7,,,automatic,ak,ak
2020-03-03T04:03:18.660Z,17.9163,-66.832,13,2.62,md,7,230,0.0754,0.09,pr,pr2020063008,2020-03-03T04:58:57.435Z,"8km S of Indios, Puerto Rico",earthquake,1.43,0.45,0.18,4,reviewed,pr,pr
2020-03-03T03:56:42.270Z,35.8065,-117.645,7.83,1.56,ml,21,73,0.03969,0.17,ci,ci39089159,2020-03-03T11:59:16.803Z,"21km N of Ridgecrest, CA",earthquake,0.26,0.66,0.15,21,automatic,ci,ci
2020-03-03T03:55:22.113Z,39.6569,-120.0292,5.8,0.2,ml,6,93.19,0.072,0.1139,nn,nn00718225,2020-03-04T02:08:16.551Z,"5km WSW of Cold Springs, Nevada",earthquake,,3.8,0.18,3,reviewed,nn,nn
